Material_ID,Material_Name,Category,Density_kg_m3,Tensile_Strength_MPa,CO2_Emission_kg,Cost_per_kg,Biodegradable,biodegradable_flag,category_encoded,Density_kg_m3_norm,Tensile_Strength_MPa_norm,CO2_Emission_kg_norm,Cost_per_kg_norm,co2_impact_index,cost_efficiency_index,material_suitability_score,sustainability_rank,eco_grade
572,Waterproof PVC Film,Plastic,1427,44.9,2.744,2.16,No,0,4,0.12077212162623846,0.06192444247198491,0.17492322072372812,0.0666082383873795,0.5363,0.0,0.288,439,D
573,Insulated Plywood,Wood,338,24.95,0.749,4.16,Yes,1,5,0.0277587974034848,0.034256074558970374,0.04172786753905728,0.154250657318142,0.9729,0.0,0.5446,125,B
574,Standard Nylon Fabric,Plastic,1133,59.13,4.928,2.96,No,0,4,0.09566108643662453,0.08165982469765894,0.3207370810522099,0.10166520595968451,0.4415,0.0,0.2613,538,D
575,Woven PLA Bioplastic,Eco,1311,74.97,1.903,3.5,Yes,1,0,0.11086436624530235,0.10362809275490957,0.11877420216317264,0.12532865907099036,0.9228,0.0,0.5326,283,B
576,Woven Cork Sheet,Wood,260,6.4,0.325,5.12,Yes,1,5,0.021096686026648447,0.008529346499500722,0.013419682200560822,0.19631901840490798,0.9913,0.0,0.5466,83,B
577,Lightweight Polycarbonate,Plastic,989,53.58,3.524,2.6,No,0,4,0.0833618038947728,0.07396260956396317,0.2269995994124716,0.08588957055214724,0.5025,0.0,0.2823,465,D
578,Heavy-Duty Jute Burlap,Eco,1641,40.78,0.583,1.63,Yes,1,0,0.13905022207037923,0.056210473760124266,0.030644945920683668,0.04338299737072743,0.9801,0.0,0.5404,202,B
579,Lightweight Sheep Wool,Eco,1028,7.9,0.445,2.85,Yes,1,0,0.08669285958319098,0.010609674914013094,0.021431432768059817,0.09684487291849256,0.9861,0.0,0.5386,229,B
580,Woven Bamboo Sheet,Wood,788,59.87,0.675,2.79,Yes,1,5,0.06619405534677143,0.08268612004881837,0.036787288022432904,0.09421560035056968,0.9761,0.0,0.5516,13,B
581,Lightweight Cork Sheet,Wood,193,4.02,0.271,3.62,Yes,1,5,0.015374103177314654,0.005228558748474425,0.009814394445186272,0.13058720420683612,0.9936,0.0,0.5473,62,B
582,UV-Stabilized Polycarbonate,Plastic,1193,71.06,4.532,3.9,No,0,4,0.10078578749572942,0.09820537002108067,0.2942983041794632,0.14285714285714288,0.4587,0.0,0.2701,521,D
583,Recycled Polycarbonate,Plastic,1208,58.89,2.295,2.54,No,0,4,0.10206696276050563,0.08132697215133695,0.14494592068366935,0.08326029798422437,0.5558,0.0,0.3006,390,C
584,Heavy-Duty Corrugated Cardboard,Paper,755,8.14,1.046,1.08,Yes,1,3,0.06337546976426375,0.010942527460335073,0.06155695019361731,0.019281332164767753,0.96,0.0001,0.5319,290,B
585,UV-Stabilized Bubble Wrap (LDPE),Plastic,919,10.99,3.477,3.08,No,0,4,0.07738298599248376,0.014895151447908579,0.2238616637735345,0.10692375109553023,0.5045,0.0,0.2718,516,D
586,Commercial-Grade Nylon Fabric,Plastic,1150,60.01,5.001,3.15,No,0,4,0.09711308507003757,0.08288028403417286,0.3256108959807718,0.10999123575810693,0.4384,0.0,0.2603,540,D
587,Reinforced Molded Pulp,Paper,375,3.12,0.802,1.35,Yes,1,3,0.030919029723266146,0.003980361699767003,0.04526639070636934,0.031113058720420687,0.9706,0.0,0.5374,239,B
588,Standard Borosilicate Glass,Glass,2245,60.41,1.108,3.02,No,0,1,0.19063887939870175,0.08343503827804283,0.06569635465349179,0.10429447852760737,0.6073,0.0,0.3102,364,C
589,Single-Ply ABS Plastic,Plastic,966,28.9,2.88,1.65,No,0,4,0.08139733515544927,0.039734272717186284,0.18400320470022696,0.04425942156003505,0.5304,0.0,0.2854,452,D
590,Lightweight Polyurethane Foam,Plastic,25,0.41,2.762,1.56,No,0,4,0.001024940211820977,0.00022190169754798627,0.17612498330885296,0.040315512708150744,0.5355,0.0,0.2874,441,D
591,Industrial-Grade Palm Leaf,Eco,543,17.77,0.434,1.3,Yes,1,0,0.04526819268875982,0.024298235881504496,0.02069702229937241,0.028921998247151623,0.9865,0.0,0.5456,108,B
592,Standard Hardboard,Wood,905,30.18,0.704,1.81,Yes,1,5,0.07618722241202597,0.041509486297570175,0.03872346107624516,0.05127081507449606,0.9748,0.0,0.5419,172,B
593,UV-Stabilized Polypropylene (PP),Plastic,894,38.04,2.49,1.94,No,0,4,0.0752476938845234,0.052410407189614996,0.15796501535585525,0.05696757230499562,0.5473,0.0,0.2945,419,D
594,Standard Plywood,Wood,675,41.52,0.623,2.59,Yes,1,5,0.05654253501879057,0.057236769111283704,0.033315529443183334,0.08545135845749342,0.9783,0.0,0.5482,50,B
595,Medical-Grade PET Plastic,Plastic,1405,67.19,2.688,3.36,No,0,4,0.11889306457123335,0.09283812271163874,0.1711844037922286,0.119193689745837,0.5387,0.0,0.2952,415,D
596,Insulated Teflon Coating,Plastic,1084,14.78,9.459,12.61,No,0,4,0.0914759139050222,0.0201514479085765,0.6232474295633595,0.5245398773006135,0.2449,0.0,0.1806,571,D
597,UV-Stabilized Nylon Fabric,Plastic,1112,63.84,5.804,4.06,No,0,4,0.09386744106593782,0.08819205591922778,0.3792228601949526,0.14986853637160386,0.4035,0.0,0.2495,547,D
598,Laminated Recycled Denim,Eco,326,5.93,0.771,2.21,Yes,1,0,0.02673385719166382,0.007877510262953512,0.0431966884764321,0.06879929886064856,0.9719,0.0,0.5391,221,B
599,Double-Wall Bamboo Sheet,Wood,1004,77.42,0.803,3.21,Yes,1,5,0.08464297915954902,0.10702596249861313,0.04533315529443183,0.1126205083260298,0.9705,0.0,0.5526,6,B
600,Anti-Static Cornstarch Foam,Eco,41,0.52,1.369,2.9,Yes,1,0,0.0023915271609156134,0.00037445911461222683,0.0831219121378021,0.09903593339176162,0.946,0.0,0.5309,297,B
